OrderID,OrderDate,Region,Category,Product,Channel,Quantity,UnitPrice,Revenue,Status
ORD-10045,2024-01-05,North,Electronics,Laptop Stand,Online,3,129.99,389.97,Completed
ORD-10046,2024-08-08,South,Furniture,Office Chair,Online,2,19.99,39.98,Completed
ORD-10047,2024-05-07,North,Office Supplies,Notebook Pack,In-Store,2,34.99,69.98,Cancelled
ORD-10048,2024-03-31,West,Office Supplies,Desk Organizer,Online,1,19.99,19.99,Completed
ORD-10049,2024-05-16,South,Furniture,Standing Desk,Phone Order,2,34.99,69.98,Completed
ORD-10050,2024-04-12,West,Office Supplies,Notebook Pack,In-Store,2,34.99,69.98,Completed
ORD-10051,2024-07-23,East,Electronics,USB-C Hub,In-Store,1,34.99,34.99,Completed
ORD-10052,2024-06-18,North,Office Supplies,Pen Set,Online,5,129.99,649.95,Completed
ORD-10053,2024-08-10,East,Electronics,Bluetooth Speaker,Phone Order,1,14.99,14.99,Completed
ORD-10054,2024-05-10,North,Office Supplies,Notebook Pack,Phone Order,2,34.99,69.98,Pending
ORD-10055,2024-02-05,East,Electronics,USB-C Hub,Phone Order,2,129.99,259.98,Completed
ORD-10056,2024-09-16,East,Furniture,Office Chair,Phone Order,5,49.99,249.95,Pending
ORD-10057,2024-03-06,South,Office Supplies,Sticky Notes,In-Store,5,49.99,249.95,Pending
ORD-10058,2024-07-26,North,Furniture,Bookshelf,In-Store,1,49.99,49.99,Completed
ORD-10059,2024-08-26,West,Electronics,Laptop Stand,In-Store,3,89.99,269.97,Completed
ORD-10060,2024-02-13,East,Furniture,Standing Desk,Phone Order,5,19.99,99.95,Cancelled
ORD-10061,2024-04-25,South,Office Supplies,Notebook Pack,Online,1,49.99,49.99,Completed
ORD-10062,2024-08-21,West,Electronics,USB-C Hub,Phone Order,2,14.99,29.98,Cancelled
ORD-10063,2024-05-04,South,Electronics,Laptop Stand,Phone Order,2,129.99,259.98,Completed
ORD-10064,2024-09-22,West,Electronics,Laptop Stand,Online,1,19.99,19.99,Cancelled
ORD-10065,2024-08-25,East,Electronics,Wireless Mouse,In-Store,2,19.99,39.98,Cancelled
ORD-10066,2024-03-22,West,Furniture,Bookshelf,In-Store,2,249.99,499.98,Completed
ORD-10067,2024-05-02,East,Electronics,Bluetooth Speaker,In-Store,3,249.99,749.97,Completed
ORD-10068,2024-06-20,East,Furniture,Standing Desk,Phone Order,1,49.99,49.99,Completed
ORD-10069,2024-03-19,South,Electronics,USB-C Hub,Online,1,129.99,129.99,Pending
ORD-10070,2024-07-31,North,Office Supplies,Pen Set,Online,3,249.99,749.97,Pending
ORD-10071,2024-09-01,North,Office Supplies,Notebook Pack,In-Store,3,129.99,389.97,Completed
ORD-10072,2024-09-06,South,Office Supplies,Sticky Notes,In-Store,3,34.99,104.97,Pending
ORD-10073,2024-07-26,South,Office Supplies,Notebook Pack,In-Store,2,89.99,179.98,Completed
ORD-10074,2024-01-14,North,Furniture,Bookshelf,Phone Order,1,129.99,129.99,Pending
ORD-10075,2024-05-13,West,Electronics,Laptop Stand,In-Store,1,9.99,9.99,Completed
ORD-10076,2024-05-22,West,Office Supplies,Pen Set,In-Store,2,129.99,259.98,Completed
ORD-10077,2024-06-28,South,Office Supplies,Notebook Pack,Phone Order,5,9.99,49.95,Completed
ORD-10078,2024-04-12,North,Furniture,Office Chair,Phone Order,1,34.99,34.99,Completed
ORD-10079,2024-04-21,West,Electronics,USB-C Hub,Phone Order,2,14.99,29.98,Completed
ORD-10080,2024-03-24,East,Office Supplies,Desk Organizer,Online,3,14.99,44.97,Cancelled
ORD-10081,2024-07-22,South,Electronics,Bluetooth Speaker,Online,3,129.99,389.97,Cancelled
ORD-10082,2024-06-03,North,Furniture,Bookshelf,Phone Order,1,14.99,14.99,Completed
ORD-10083,2024-02-05,East,Office Supplies,Sticky Notes,Online,5,89.99,449.95,Pending
ORD-10084,2024-08-23,South,Office Supplies,Notebook Pack,In-Store,2,89.99,179.98,Completed
ORD-10085,2024-09-04,West,Furniture,Bookshelf,In-Store,5,49.99,249.95,Cancelled
ORD-10086,2024-05-22,West,Office Supplies,Pen Set,Online,1,14.99,14.99,Pending
ORD-10087,2024-06-21,North,Furniture,Bookshelf,In-Store,5,129.99,649.95,Completed
ORD-10088,2024-05-12,East,Electronics,Laptop Stand,In-Store,1,89.99,89.99,Cancelled
ORD-10089,2024-09-21,South,Furniture,Standing Desk,Online,3,9.99,29.97,Completed
ORD-10090,2024-08-31,West,Furniture,Standing Desk,In-Store,2,34.99,69.98,Completed
ORD-10091,2024-05-04,East,Electronics,Bluetooth Speaker,Phone Order,1,129.99,129.99,Cancelled
ORD-10092,2024-08-05,East,Office Supplies,Sticky Notes,In-Store,3,89.99,269.97,Pending
ORD-10093,2024-03-02,South,Office Supplies,Pen Set,In-Store,2,34.99,69.98,Completed
ORD-10094,2024-04-08,South,Furniture,Bookshelf,Phone Order,5,19.99,99.95,Pending
ORD-10095,2024-05-31,South,Office Supplies,Pen Set,In-Store,1,34.99,34.99,Completed
ORD-10096,2024-05-20,North,Office Supplies,Notebook Pack,Online,5,19.99,99.95,Cancelled
ORD-10097,2024-02-22,North,Office Supplies,Desk Organizer,Phone Order,5,249.99,1249.95,Completed
ORD-10098,2024-04-04,North,Office Supplies,Sticky Notes,In-Store,2,89.99,179.98,Pending
ORD-10099,2024-02-07,North,Electronics,Wireless Mouse,Online,2,249.99,499.98,Completed
ORD-10100,2024-03-01,West,Furniture,Standing Desk,Phone Order,1,34.99,34.99,Cancelled
ORD-10101,2024-08-18,West,Furniture,Office Chair,In-Store,3,129.99,389.97,Cancelled
ORD-10102,2024-02-20,South,Office Supplies,Pen Set,Phone Order,3,9.99,29.97,Completed
ORD-10103,2024-03-29,North,Office Supplies,Notebook Pack,Online,1,34.99,34.99,Completed
ORD-10104,2024-05-29,North,Office Supplies,Sticky Notes,Online,5,249.99,1249.95,Completed
ORD-10105,2024-02-06,South,Furniture,Standing Desk,In-Store,5,249.99,1249.95,Cancelled
ORD-10106,2024-04-25,South,Furniture,Office Chair,In-Store,2,14.99,29.98,Completed
ORD-10107,2024-05-27,West,Electronics,Wireless Mouse,Online,1,49.99,49.99,Pending
ORD-10108,2024-05-19,West,Furniture,Standing Desk,In-Store,5,129.99,649.95,Completed
ORD-10109,2024-05-08,North,Furniture,Office Chair,Online,2,89.99,179.98,Completed
ORD-10110,2024-05-17,North,Furniture,Bookshelf,Online,3,9.99,29.97,Pending
ORD-10111,2024-04-02,West,Furniture,Bookshelf,Phone Order,2,49.99,99.98,Pending
ORD-10112,2024-06-19,East,Electronics,Laptop Stand,Phone Order,2,129.99,259.98,Completed
ORD-10113,2024-05-27,West,Electronics,Bluetooth Speaker,Phone Order,2,249.99,499.98,Completed
ORD-10114,2024-06-14,North,Office Supplies,Notebook Pack,In-Store,2,49.99,99.98,Cancelled
ORD-10115,2024-04-06,East,Electronics,Laptop Stand,Phone Order,2,9.99,19.98,Pending
ORD-10116,2024-05-16,South,Furniture,Standing Desk,In-Store,1,34.99,34.99,Pending
ORD-10117,2024-05-02,South,Furniture,Standing Desk,In-Store,1,9.99,9.99,Cancelled
ORD-10118,2024-02-28,West,Electronics,Laptop Stand,Online,1,34.99,34.99,Completed
ORD-10119,2024-07-31,West,Office Supplies,Pen Set,In-Store,3,49.99,149.97,Completed
ORD-10120,2024-09-17,South,Office Supplies,Desk Organizer,Online,2,34.99,69.98,Completed
ORD-10121,2024-01-02,East,Office Supplies,Pen Set,Phone Order,3,49.99,149.97,Completed
ORD-10122,2024-03-17,West,Furniture,Bookshelf,Phone Order,5,249.99,1249.95,Pending
ORD-10123,2024-08-21,East,Office Supplies,Pen Set,Online,3,129.99,389.97,Completed
ORD-10124,2024-01-23,East,Furniture,Standing Desk,Phone Order,1,129.99,129.99,Pending
ORD-10125,2024-09-10,North,Furniture,Standing Desk,Online,2,19.99,39.98,Cancelled
ORD-10126,2024-02-21,West,Furniture,Standing Desk,Online,1,249.99,249.99,Completed
ORD-10127,2024-05-15,East,Office Supplies,Desk Organizer,Phone Order,1,249.99,249.99,Pending
ORD-10128,2024-06-11,West,Furniture,Office Chair,Phone Order,2,129.99,259.98,Completed
ORD-10129,2024-04-26,North,Furniture,Office Chair,In-Store,1,49.99,49.99,Completed
ORD-10130,2024-03-26,East,Furniture,Bookshelf,Online,1,249.99,249.99,Completed
ORD-10131,2024-07-10,West,Office Supplies,Notebook Pack,Online,2,89.99,179.98,Completed
ORD-10132,2024-03-28,South,Furniture,Standing Desk,Online,3,19.99,59.97,Cancelled
ORD-10133,2024-04-28,West,Office Supplies,Desk Organizer,Phone Order,2,19.99,39.98,Completed
ORD-10134,2024-08-26,East,Office Supplies,Pen Set,Phone Order,5,9.99,49.95,Cancelled
ORD-10135,2024-06-02,West,Electronics,Wireless Mouse,Phone Order,2,89.99,179.98,Completed
ORD-10136,2024-09-04,North,Office Supplies,Pen Set,Online,1,129.99,129.99,Pending
ORD-10137,2024-05-31,North,Furniture,Standing Desk,Phone Order,3,49.99,149.97,Pending
ORD-10138,2024-09-11,East,Office Supplies,Notebook Pack,Online,3,9.99,29.97,Cancelled
ORD-10139,2024-05-08,South,Office Supplies,Desk Organizer,Phone Order,5,34.99,174.95,Completed
ORD-10140,2024-08-13,North,Furniture,Bookshelf,Phone Order,1,49.99,49.99,Completed
ORD-10141,2024-06-16,West,Furniture,Office Chair,Online,1,49.99,49.99,Completed
ORD-10142,2024-03-25,East,Electronics,Bluetooth Speaker,In-Store,3,49.99,149.97,Completed
ORD-10143,2024-02-08,South,Furniture,Standing Desk,Online,1,249.99,249.99,Pending
ORD-10144,2024-01-08,East,Furniture,Standing Desk,Phone Order,1,129.99,129.99,Completed
ORD-10145,2024-07-14,East,Office Supplies,Pen Set,Online,5,49.99,249.95,Completed
ORD-10146,2024-04-23,North,Office Supplies,Notebook Pack,Phone Order,3,89.99,269.97,Pending
ORD-10147,2024-02-29,South,Furniture,Standing Desk,Online,5,129.99,649.95,Completed
ORD-10148,2024-04-30,South,Office Supplies,Sticky Notes,In-Store,1,14.99,14.99,Pending
ORD-10149,2024-07-31,North,Office Supplies,Sticky Notes,In-Store,3,19.99,59.97,Cancelled
ORD-10150,2024-04-21,West,Office Supplies,Pen Set,In-Store,1,89.99,89.99,Completed
ORD-10151,2024-07-02,North,Office Supplies,Notebook Pack,In-Store,5,89.99,449.95,Completed
ORD-10152,2024-04-18,North,Electronics,Wireless Mouse,Online,2,14.99,29.98,Completed
ORD-10153,2024-02-05,South,Electronics,USB-C Hub,Phone Order,3,34.99,104.97,Completed
ORD-10154,2024-05-21,South,Electronics,Bluetooth Speaker,Online,1,9.99,9.99,Cancelled
ORD-10155,2024-03-08,North,Office Supplies,Desk Organizer,In-Store,1,9.99,9.99,Completed
ORD-10156,2024-05-15,North,Furniture,Standing Desk,Online,1,19.99,19.99,Pending
ORD-10157,2024-08-31,West,Furniture,Office Chair,In-Store,5,14.99,74.95,Cancelled
ORD-10158,2024-01-23,East,Furniture,Office Chair,In-Store,2,34.99,69.98,Completed
ORD-10159,2024-02-25,West,Electronics,Laptop Stand,Phone Order,2,129.99,259.98,Pending
ORD-10160,2024-02-03,South,Electronics,Wireless Mouse,In-Store,2,19.99,39.98,Cancelled
ORD-10161,2024-07-14,East,Furniture,Bookshelf,In-Store,3,89.99,269.97,Cancelled
ORD-10162,2024-04-20,West,Furniture,Standing Desk,In-Store,1,14.99,14.99,Completed
ORD-10163,2024-07-31,North,Office Supplies,Pen Set,In-Store,2,129.99,259.98,Pending
ORD-10164,2024-08-30,North,Office Supplies,Pen Set,Online,2,19.99,39.98,Completed
ORD-10165,2024-03-07,North,Electronics,Laptop Stand,Phone Order,1,89.99,89.99,Cancelled
ORD-10166,2024-07-29,East,Furniture,Standing Desk,Phone Order,5,14.99,74.95,Pending
ORD-10167,2024-06-29,North,Furniture,Office Chair,Phone Order,2,49.99,99.98,Cancelled
ORD-10168,2024-04-24,North,Electronics,USB-C Hub,In-Store,5,249.99,1249.95,Cancelled
ORD-10169,2024-08-07,North,Office Supplies,Notebook Pack,Phone Order,2,34.99,69.98,Completed
ORD-10170,2024-06-22,East,Electronics,USB-C Hub,Online,2,49.99,99.98,Completed
ORD-10171,2024-01-16,North,Electronics,Laptop Stand,Phone Order,1,19.99,19.99,Cancelled
ORD-10172,2024-06-23,South,Electronics,Laptop Stand,In-Store,2,249.99,499.98,Completed
ORD-10173,2024-01-27,South,Furniture,Standing Desk,Online,3,14.99,44.97,Cancelled
ORD-10174,2024-08-05,West,Electronics,Wireless Mouse,Phone Order,2,249.99,499.98,Pending
ORD-10175,2024-06-25,West,Office Supplies,Pen Set,Online,1,14.99,14.99,Completed
ORD-10176,2024-09-26,East,Furniture,Bookshelf,Online,3,249.99,749.97,Completed
ORD-10177,2024-06-03,South,Office Supplies,Notebook Pack,Online,1,34.99,34.99,Completed
ORD-10178,2024-09-11,West,Office Supplies,Pen Set,Online,1,9.99,9.99,Completed
ORD-10179,2024-02-06,West,Office Supplies,Desk Organizer,Phone Order,3,89.99,269.97,Completed
ORD-10180,2024-06-09,West,Office Supplies,Notebook Pack,Phone Order,2,14.99,29.98,Pending
ORD-10181,2024-02-28,West,Furniture,Bookshelf,Online,2,49.99,99.98,Completed
ORD-10182,2024-02-15,West,Electronics,Laptop Stand,Online,5,89.99,449.95,Completed
ORD-10183,2024-07-21,East,Office Supplies,Sticky Notes,Phone Order,3,14.99,44.97,Completed
ORD-10184,2024-09-18,North,Electronics,Bluetooth Speaker,Phone Order,1,14.99,14.99,Cancelled
ORD-10185,2024-04-30,North,Electronics,Bluetooth Speaker,Online,2,19.99,39.98,Completed
ORD-10186,2024-02-08,South,Electronics,USB-C Hub,Phone Order,3,19.99,59.97,Pending
ORD-10187,2024-06-10,South,Office Supplies,Sticky Notes,In-Store,5,89.99,449.95,Completed
ORD-10188,2024-05-20,North,Office Supplies,Sticky Notes,In-Store,5,49.99,249.95,Cancelled
ORD-10189,2024-01-20,North,Electronics,Bluetooth Speaker,In-Store,2,249.99,499.98,Completed
ORD-10190,2024-08-24,North,Electronics,Wireless Mouse,In-Store,3,129.99,389.97,Cancelled
ORD-10191,2024-09-13,South,Furniture,Office Chair,Online,2,249.99,499.98,Pending
ORD-10192,2024-09-15,South,Electronics,Bluetooth Speaker,Online,5,14.99,74.95,Completed
ORD-10193,2024-07-05,East,Furniture,Standing Desk,In-Store,2,19.99,39.98,Pending
ORD-10194,2024-06-20,North,Office Supplies,Pen Set,In-Store,5,9.99,49.95,Completed
ORD-10195,2024-05-09,South,Furniture,Bookshelf,In-Store,2,49.99,99.98,Completed
ORD-10196,2024-06-07,West,Furniture,Bookshelf,Online,1,89.99,89.99,Cancelled
ORD-10197,2024-06-17,South,Furniture,Office Chair,Phone Order,2,129.99,259.98,Cancelled
ORD-10198,2024-01-10,East,Electronics,Laptop Stand,In-Store,3,89.99,269.97,Completed
ORD-10199,2024-04-25,South,Electronics,Bluetooth Speaker,Online,2,34.99,69.98,Completed
ORD-10200,2024-06-21,South,Office Supplies,Notebook Pack,Phone Order,3,9.99,29.97,Pending
ORD-10201,2024-08-12,North,Electronics,USB-C Hub,In-Store,1,19.99,19.99,Completed
ORD-10202,2024-05-25,West,Furniture,Bookshelf,Online,1,249.99,249.99,Cancelled
ORD-10203,2024-07-07,West,Electronics,Bluetooth Speaker,In-Store,2,34.99,69.98,Completed
ORD-10204,2024-03-11,East,Office Supplies,Sticky Notes,Online,1,34.99,34.99,Pending
ORD-10205,2024-05-25,North,Office Supplies,Notebook Pack,Online,5,14.99,74.95,Completed
ORD-10206,2024-04-23,West,Office Supplies,Desk Organizer,In-Store,2,14.99,29.98,Completed
ORD-10207,2024-04-30,West,Office Supplies,Notebook Pack,Online,2,89.99,179.98,Completed
ORD-10208,2024-06-20,South,Electronics,Wireless Mouse,Online,2,14.99,29.98,Completed
ORD-10209,2024-08-28,West,Office Supplies,Sticky Notes,Phone Order,5,19.99,99.95,Completed
ORD-10210,2024-03-17,West,Electronics,Wireless Mouse,Online,2,34.99,69.98,Completed
ORD-10211,2024-05-02,West,Electronics,Bluetooth Speaker,Phone Order,1,9.99,9.99,Cancelled
ORD-10212,2024-01-09,South,Office Supplies,Notebook Pack,Phone Order,1,249.99,249.99,Completed
ORD-10213,2024-05-03,West,Office Supplies,Sticky Notes,Online,1,89.99,89.99,Completed
ORD-10214,2024-07-18,West,Furniture,Standing Desk,Online,1,9.99,9.99,Pending
ORD-10215,2024-07-01,North,Office Supplies,Pen Set,In-Store,5,9.99,49.95,Completed
ORD-10216,2024-06-19,South,Furniture,Bookshelf,Online,5,14.99,74.95,Completed
ORD-10217,2024-08-25,West,Furniture,Standing Desk,Phone Order,5,19.99,99.95,Completed
ORD-10218,2024-01-19,East,Electronics,Wireless Mouse,Online,5,249.99,1249.95,Completed
ORD-10219,2024-09-20,West,Electronics,Wireless Mouse,Phone Order,2,49.99,99.98,Pending
ORD-10220,2024-05-26,East,Office Supplies,Notebook Pack,Online,5,34.99,174.95,Completed
